_id,State,Constituency,Party,Candidate Name,,,,
3853,Maharashtra,Kalyan,Independent,NAFIS AHMAD ANSARI,,,,
3854,Maharashtra,Kalyan,Independent,AJAY SHYAM MORYA,,,,
3855,Maharashtra,Kalyan,Bahujan Samaj Party,PRASHANT RAMESH INGLE,,,,
3856,Maharashtra,Kalyan,Independent,ABHIJIT WAMANRAO BICHUKALE,,,,
3857,Maharashtra,Kalyan,Apni Prajahit Party,GAWALI PRAVIN SHIVAJI,,,,
3858,Maharashtra,Kalyan,Bahujan Republican  Socialist Party,POONAM JAGANNATH BAISANE,,,,
3859,Maharashtra,Kalyan,Independent,SALIMUDDIN KHALILUDDIN SHAIKH,,,,
3860,Maharashtra,Kalyan,Independent,DNYANESHWAR LOKHANDE MAHARAJ,,,,
3861,Maharashtra,Kalyan,Vanchit Bahujan  Aaghadi,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,,,,
3862,Maharashtra,Kalyan,Rashtriya Kisan Bahujan Party,ARUN BHAURAO NITURE,,,,
3863,Maharashtra,Kalyan,Independent,ARUN VAMAN JADHAV,,,,
3864,Maharashtra,Kalyan,Independent,ADV. HITESH JAIKISHAN JESWANI,,,,
3865,Maharashtra,Kalyan,Peoples Party of India (Democratic),SHRIKANT SHIVAJI VANJARE,,,,
3866,Maharashtra,Kalyan,Independent,CHANDRAKANT RAMBHAJI MOTE,,,,
3867,Maharashtra,Kalyan,Independent,MOHAMMAD YUSUF KHAN,,,,
3868,Maharashtra,Kalyan,Independent,ASHWINI AMOL KENDRE,,,,
3869,Maharashtra,Kalyan,Shiv Sena,DR SHRIKANT EKNATH SHINDE,,,,
3870,Maharashtra,Kalyan,Independent,PRAJAKTA NILESH YELVE,,,,
3871,Maharashtra,Kalyan,Sanyukt Bharat Paksh,SAMBHAJI JAGANNATH JADHAV,,,,
3872,Maharashtra,Kalyan,Independent,SHIVA KRISHNAMURTI IYER,,,,
3873,Maharashtra,Kalyan,ShivSena (Uddhav Balasaheb Thackeray),VAISHALI DAREKAR - RANE,,,,
3874,Maharashtra,Kalyan,Independent,RAKESH KUMAR DHISULAL JAIN,,,,
3875,Maharashtra,Kalyan,Independent,DR. SACHIN SAHEBRAO PATIL,,,,
3876,Maharashtra,Kalyan,Right to Recall Party,AMIT UPADHYAY,,,,
3877,Maharashtra,Kalyan,Bahujan Samaj Party  (Ambedkar),SUSHILA KASHINATH KAMBLE,,,,
3878,Maharashtra,Thane,Independent,IRFAN IBRAHIM SHAIKH,,,,
3879,Maharashtra,Thane,ShivSena (Uddhav Balasaheb Thackeray),RAJAN BABURAO VICHARE,,,,
3880,Maharashtra,Thane,Bahujan Maha Party,SALIMA MUKTAR VASANI,,,,
3881,Maharashtra,Thane,Independent,SAWALE DATTATRAY SITARAM,,,,
3882,Maharashtra,Thane,Bhim Sena,MUKESH KAILASNATH TIWARI,,,,
3883,Maharashtra,Thane,Independent,SANJAY MANOHAR MORE,,,,
3884,Maharashtra,Thane,Bahujan Samaj Party,SANTOSH BHIKAJI BHALERAO,,,,
3885,Maharashtra,Thane,Shiv Sena,NARESH GANPAT MHASKE,,,,
3886,Maharashtra,Thane,Independent,SIDDHANT CHHABAN SHIRSAT,,,,
3887,Maharashtra,Thane,Independent,PRAMOD ANANDRAO DHUMAL,,,,
3888,Maharashtra,Thane,Independent,ADV. GURUDEV NARSINGH SURYAWANSHI,,,,
3889,Maharashtra,Thane,Hindu Samaj Party,BHANWARLAL KHETMAL MEHTA,,,,
3890,Maharashtra,Thane,Peoples Party of India (Democratic),UTTAM KISANRAO TIRPUDE,,,,
3891,Maharashtra,Thane,Independent,KHAJASAB RASULSAB MULLA,,,,
3892,Maharashtra,Thane,Republican Bahujan Sena,VIJAY DNYANOBA GHATE,,,,
3893,Maharashtra,Thane,Independent,RAJIV KONDIBA BHOSALE,,,,
3894,Maharashtra,Thane,Bharatheeya Jawan Kisan Party,RAJENDRA RAMCHANDRA SANKHE,,,,
3895,Maharashtra,Thane,Independent,SURENDRAKUMAR K. JAIN,,,,
3896,Maharashtra,Thane,Independent,CHANDRAKANT VITTHAL SONAWANE,,,,
3897,Maharashtra,Thane,Bahujan Republican  Socialist Party,RAHUL JAGBIRSINGH MEHAROLIYA,,,,
3898,Maharashtra,Thane,Independent,ARCHANA DINKAR GAIKWAD,,,,
3899,Maharashtra,Thane,Sardar Vallabhbhai Patel Party,JHA SUBHASH CHANDRA,,,,
3900,Maharashtra,Thane,Independent,DR. PIYUSH K. SAXENA,,,,
3901,Maharashtra,Thane,Independent,MALLIKARJUN SAYBANNA PUJARI,,,,
3902,Maharashtra,Mumbai North,Independent,LAXMAN YELLPPA KURADE,,,,
3903,Maharashtra,Mumbai North,Bharatiya Mulnivasi Aazad Party,ALIEK SUNDER MESHRAM,,,,
3904,Maharashtra,Mumbai North,Independent,MUNNALAL GAJRAJ PRAJAPATI,,,,
3905,Maharashtra,Mumbai North,Independent,SANJAY MAFATLAL MORAKHIA,,,,
3906,Maharashtra,Mumbai North,Independent,DIPTI ASHOK WALAWALKAR,,,,
3907,Maharashtra,Mumbai North,Independent,GURUDAS RAMDAS KHAIRNAR,,,,
3908,Maharashtra,Mumbai North,Bahujan Samaj Party,RAIS DOCTOR,,,,
3909,Maharashtra,Mumbai North,Independent,ADVOCATE KAPIL K. SONI,,,,
3910,Maharashtra,Mumbai North,Independent,PANDEY DHARMENDRA RAMMURAT,,,,
3911,Maharashtra,Mumbai North,Vanchit Bahujan  Aaghadi,ADV. SONAL DIWAKAR GONDANE,,,,
3912,Maharashtra,Mumbai North,Maharashtra Vikas Aghadi,DEEPALI BHAWARSING SHEKHAWAT,,,,
3913,Maharashtra,Mumbai North,Socialist Unity Centre Of India (COMMUNIST),COMRADE JAYRAM VISHWAKARMA,,,,
3914,Maharashtra,Mumbai North,Indian National Congress,BHUSHAN PATIL,,,,
3915,Maharashtra,Mumbai North,Samata Party,RAVI BABU GAVLI,,,,
3916,Maharashtra,Mumbai North,Hindu Samaj Party,BIPIN BACHUBHAI SHAH,,,,
3917,Maharashtra,Mumbai North,Bahujan Maha Party,SAYED ZULFIQAR ALAM,,,,
3918,Maharashtra,Mumbai North,Sardar Vallabhbhai Patel Party,KAMLESH DAYABHAI VYAS,,,,
3919,Maharashtra,Mumbai North,Bharatheeya Jawan Kisan Party,JAEENDRA VASANT SURVE,,,,
3920,Maharashtra,Mumbai North,Bharatiya Janata Party,PIYUSH GOYAL,,,,
3921,Maharashtra,Mumbai North West,Bahujan Samaj Party,RAJESH RAMKISAN MALLAH,,,,
3922,Maharashtra,Mumbai North West,Aapki Apni Party (Peoples),BALA VENKATESH VINAYAK NADAR,,,,
3923,Maharashtra,Mumbai North West,Independent,SAMEER MORE,,,,
3924,Maharashtra,Mumbai North West,Shiv Sena,RAVINDRA DATTARAM WAIKAR,,,,
3925,Maharashtra,Mumbai North West,Independent,SUNIL BHIMA CHAVAN,,,,
3926,Maharashtra,Mumbai North West,Samaj Vikas Kranti Party,HARISHANKAR YADAV,,,,
3927,Maharashtra,Mumbai North West,Bhim Sena,ADV MITESH VARSHNEY,,,,
3928,Maharashtra,Mumbai North West,Independent,ADVOCATE KAPIL KANTILAL SONI,,,,
3929,Maharashtra,Mumbai North West,Independent,ADV MITESH VARSHNEY,,,,
3930,Maharashtra,Mumbai North West,Right to Recall Party,MANOJ SHRAVAN NAYAK,,,,
3931,Maharashtra,Mumbai North West,Independent,ADV. SANJEEVKUMAR APPARAV KALKORI,,,,
3932,Maharashtra,Mumbai North West,Independent,SANTOSH MANIK RAYBAN,,,,
3933,Maharashtra,Mumbai North West,Independent,GAJANAN TUKARAM SONKAMBLE,,,,
3934,Maharashtra,Mumbai North West,Independent,HRUDA DHANANJAY SHINDE,,,,
3935,Maharashtra,Mumbai North West,India Greens Party,SARIKA DABRAL,,,,
3936,Maharashtra,Mumbai North West,Independent,SUSHMA DAYANAND MEHTA,,,,
3937,Maharashtra,Mumbai North West,Vanchit Bahujan  Aaghadi,PARMESHWAR ASHOK RANSHUR,,,,
3938,Maharashtra,Mumbai North West,Independent,ADV. LATA PANDURANG SHINDE,,,,
3939,Maharashtra,Mumbai North West,Shiv Sena (Uddhav Balasaheb Thackeray),AMOL GAJANAN KIRTIKAR,,,,
3940,Maharashtra,Mumbai North West,ShivSena (Uddhav Balasaheb Thackeray),AMOL GAJANAN KIRTIKAR,,,,
3941,Maharashtra,Mumbai North West,Bharat Jan Aadhar Party,ARORA SURINDER MOHAN,,,,
3942,Maharashtra,Mumbai North West,Hindu Samaj Party,BHARAT KHIMJI SHAH,,,,
3943,Maharashtra,Mumbai North West,Independent,ROHAN SATONE,,,,
3944,Maharashtra,Mumbai North East,Independent,SANJAY PATIL,,,,
3945,Maharashtra,Mumbai North East,Independent,VIDYA NAIK,,,,
3946,Maharashtra,Mumbai North East,Vanchit Bahujan  Aaghadi,DAULAT KADAR KHAN,,,,
3947,Maharashtra,Mumbai North East,National People's Party,SANJAY B. PATIL,,,,
3948,Maharashtra,Mumbai North East,Independent,MOHAMMED AHMED SHAIKH,,,,
3949,Maharashtra,Mumbai North East,Bahujan Samaj Party,NANDESH VITHAL UMAP,,,,
3950,Maharashtra,Mumbai North East,Rashtriya Janhit Sangharsh Party,MOHAMMAD ARMAN MOHAMMAD WASI KHAN,,,,
3951,Maharashtra,Mumbai North East,Desh Janhit Party,PROF. DR. PRASHANT GANGAWANE,,,,
3952,Maharashtra,Mumbai North East,Bharatheeya Jawan Kisan Party,DATTATRAY ARJUN UTEKAR,,,,
3953,Maharashtra,Mumbai North East,Maharashtra Vikas Aghadi,SANJU MARUTI PAWAR,,,,
3954,Maharashtra,Mumbai North East,Independent,BANSODE DILIP,,,,
3955,Maharashtra,Mumbai North East,All India Forward Bloc,COMRADE SURENDRA SIBAG,,,,
3956,Maharashtra,Mumbai North East,Independent,SHAHAJI  NANAI THORAT,,,,
3957,Maharashtra,Mumbai North East,Republican Party of India,SANJAY SAOJI DESHPANDE,,,,
3958,Maharashtra,Mumbai North East,Viro Ke Vir Indian Party,BHOPINDER SINGH SAINI,,,,
3959,Maharashtra,Mumbai North East,Independent,PREM RAMAPATI GUPTA,,,,
3960,Maharashtra,Mumbai North East,ShivSena (Uddhav Balasaheb Thackeray),SANJAY DINA PATIL,,,,
3961,Maharashtra,Mumbai North East,Sardar Vallabhbhai Patel Party,BHAWANI H. CHOUDHARY,,,,
3962,Maharashtra,Mumbai North East,Independent,DR. SUSHMA MAURYA,,,,
3963,Maharashtra,Mumbai North East,Bharatiya Janata Party,MIHIR CHANDRAKANT KOTECHA,,,,
3964,Maharashtra,Mumbai North Central,Independent,MUSHTAQUE HAIDER SHAIKH,,,,
3965,Maharashtra,Mumbai North Central,Akhil Bharatiya Muslim League (Secular),HAYATULAH ABDULAH SHAIKH,,,,
3966,Maharashtra,Mumbai North Central,Independent,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,,,,
3967,Maharashtra,Mumbai North Central,Independent,ADV UTTAMKUMAR NAKUL SAJANI SAHU,,,,
3968,Maharashtra,Mumbai North Central,All India Majlis-E-Ittehadul Muslimeen,RAMZAN ALI CHAUDHARY,,,,
3969,Maharashtra,Mumbai North Central,Bahujan Samaj Party,AYYUB AMIN HUNGUND,,,,
3970,Maharashtra,Mumbai North Central,Independent,AJAZ MOHAMMAD SAFI KHAN,,,,
3971,Maharashtra,Mumbai North Central,Independent,NARENDRA MISHRA,,,,
3972,Maharashtra,Mumbai North Central,Independent,RAJESH MOHAN LOKHANDE,,,,
3973,Maharashtra,Mumbai North Central,Independent,SANDEEP BHAU RAMCHANDRA JADHAV,,,,
3974,Maharashtra,Mumbai North Central,Independent,RAMA ARUN SABLE,,,,
3975,Maharashtra,Mumbai North Central,Bharatiya Janata Party,ADV UJWAL NIKAM,,,,
3976,Maharashtra,Mumbai North Central,Independent,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,,,,
3977,Maharashtra,Mumbai North Central,Independent,SHANTARAM S DIGHE,,,,
3978,Maharashtra,Mumbai North Central,Independent,YUNUSALI RASHID MULLA,,,,
3979,Maharashtra,Mumbai North Central,Rashtriya Ulama Council,KURBAN SHAHADAT HUSAIN,,,,
3980,Maharashtra,Mumbai North Central,Insaniyat Party,SHAUKAT ABDUL RAFIQ KHAN,,,,
3981,Maharashtra,Mumbai North Central,Bahujan Maha Party,KHAN ABBAS AHMED,,,,
3982,Maharashtra,Mumbai North Central,Independent,DR GAFFAR IBRAHIM SAYED,,,,
3983,Maharashtra,Mumbai North Central,Vanchit Bahujan  Aaghadi,SANTOSH GANPAT AMBULGE,,,,
3984,Maharashtra,Mumbai North Central,People's Party of India(secular),ANSON THOMAS,,,,
3985,Maharashtra,Mumbai North Central,Maharashtra Vikas Aghadi,HARSHADA BABURAV JADHAV,,,,
3986,Maharashtra,Mumbai North Central,Bhartiya Jan Vikas Aaghadi,DR ADV YASHWANT RAMBHAU KASBE,,,,
3987,Maharashtra,Mumbai North Central,Independent,ADV ASIF ALI SIDDIQUIE,,,,
3988,Maharashtra,Mumbai North Central,Independent,MUZAFAR ALI SHAIKH,,,,
3989,Maharashtra,Mumbai North Central,Indian National Congress,GAIKWAD VARSHA EKNATH,,,,
3990,Maharashtra,Mumbai North Central,Independent,ADV FEROZ SHAIKH,,,,
3991,Maharashtra,Mumbai South Central,Independent,VIVEK YESHWANT PATIL,,,,
3992,Maharashtra,Mumbai South Central,Independent,ASHWINI KUMAR PATHAK,,,,
3993,Maharashtra,Mumbai South Central,Social Democratic Party Of India,SAEED CHOUDHARY,,,,
3994,Maharashtra,Mumbai South Central,Peace Party,KARAM HUSSAIN KITABULLAH KHAN,,,,
3995,Maharashtra,Mumbai South Central,Bahujan Samaj Party,VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,,,,
3996,Maharashtra,Mumbai South Central,Bahujan Republican  Socialist Party,DEEPAK M. CHAUGULE,,,,
3997,Maharashtra,Mumbai South Central,Independent,AKASH LAXMAN KHARATMAL,,,,
3998,Maharashtra,Mumbai South Central,Independent,ADV. SANTOSH PUNJIRAM SANJKAR,,,,
3999,Maharashtra,Mumbai South Central,Bharatheeya Jawan Kisan Party,DR. ARJUN MAHADEO MURUDKAR,,,,
4000,Maharashtra,Mumbai South Central,Right to Recall Party,ADV. MAHENDRA TULSHIRAM BHINGARDIVE,,,,
4001,Maharashtra,Mumbai South Central,Aazad Samaj Party (Kanshi Ram),JAHID ALI NASIR AHMED SHAIKH,,,,
4002,Maharashtra,Mumbai South Central,Rashtriya Mahaswaraj Bhumi Party,ISHWAR VILAS TATHAWADE,,,,
4003,Maharashtra,Mumbai South Central,Vanchit Bahujan  Aaghadi,ABUL HASAN ALI HASAN KHAN,,,,
4004,Maharashtra,Mumbai South Central,Shiv Sena,RAHUL RAMESH SHEWALE,,,,
4005,Maharashtra,Mumbai South Central,ShivSena (Uddhav Balasaheb Thackeray),ANIL YESHWANT DESAI,,,,
4006,Maharashtra,Mumbai South,Independent,MATEEN AHMED RANGREJ,,,,
4007,Maharashtra,Mumbai South,Bahujan Samaj Party,MOHAMMED SHUAIB BASHIR KHATEEB,,,,
4008,Maharashtra,Mumbai South,Rashtriya Kisan Bahujan Party,SUBHASH RAMESH CHIPLUNKAR,,,,
4009,Maharashtra,Mumbai South,Independent,PRASHANT PRAKASH GHADGE,,,,
4010,Maharashtra,Mumbai South,Vanchit Bahujan  Aaghadi,AFZAL S. DAWOODANI,,,,
4011,Maharashtra,Mumbai South,Shiv Sena,YAMINI YASHWANT JADHAV,,,,
4012,Maharashtra,Mumbai South,Independent,ARVIND NARAYAN SAWANT,,,,
4013,Maharashtra,Mumbai South,Independent,GOHIL MANISHA SHIVRAM,,,,
4014,Maharashtra,Mumbai South,Independent,SHANKAR SONAWANE,,,,
4015,Maharashtra,Mumbai South,Aim Political Party,MOHD. NAEEM SHAIKH,,,,
4016,Maharashtra,Mumbai South,Lokshahi Ekta Party,RAHUL PHANASWADIKAR,,,,
4017,Maharashtra,Mumbai South,Independent,SABEEHA KHAN,,,,
4018,Maharashtra,Mumbai South,ShivSena (Uddhav Balasaheb Thackeray),ARVIND GANPAT SAWANT,,,,
4019,Maharashtra,Mumbai South,Independent,MOHAMMED MAHTAB SHAIKH,,,,
4020,Maharashtra,Raigad,Vanchit Bahujan  Aaghadi,KUMUDINI RAVINDRA CHAVAN,,,,
4021,Maharashtra,Raigad,Independent,AMIT SHRIPAL KAWADE,,,,
4022,Maharashtra,Raigad,Independent,ANJANI ASHWIN KELKAR,,,,
4023,Maharashtra,Raigad,Independent,ADV AJAY UPADHYE,,,,
4024,Maharashtra,Raigad,Independent,SHRINIVAS SATYANARAYAN MATTAPARTI,,,,
4025,Maharashtra,Raigad,Bharatheeya Jawan Kisan Party,COL PRAKASHRAO CHAVAN,,,,
4026,Maharashtra,Raigad,Nationalist Congress Party,TATKARE SUNIL DATTATREY,,,,
4027,Maharashtra,Raigad,Independent,CHAULE PANDURANG DAMODAR,,,,
4028,Maharashtra,Raigad,Independent,KOLI MANGESH PADMAKAR,,,,
4029,Maharashtra,Raigad,Independent,NITIN JAGANNATH MAYEKAR,,,,
4030,Maharashtra,Raigad,ShivSena (Uddhav Balasaheb Thackeray),ANANT GEETE,,,,
4031,Maharashtra,Raigad,Independent,ANANT BALOJI GITE,,,,
4032,Maharashtra,Raigad,Independent,ANANT PADMA GITE,,,,
4033,Maharashtra,Maval,Bahujan Samaj Party,RAJARAM NARAYAN PATIL,,,,
4034,Maharashtra,Maval,Vanchit Bahujan  Aaghadi,MADHAVITAI  NARESH JOSHI,,,,
4035,Maharashtra,Maval,Azad Samaj Party,RAHIM MAINUDDIN SAYYAD,,,,
4036,Maharashtra,Maval,Independent,SANJOG  PATIL,,,,
4037,Maharashtra,Maval,Independent,KAMBLE MARUTI APARAI,,,,
4038,Maharashtra,Maval,Independent,HAJRAT IMAMSAB PATEL,,,,
4039,Maharashtra,Maval,Independent,RAJENDRA MARUTI KATE,,,,
4040,Maharashtra,Maval,Independent,CHIMAJI DHONDIBA SHINDE,,,,
4041,Maharashtra,Maval,Independent,DADARAO KISAN KAMBLE,,,,
4042,Maharashtra,Maval,Independent,ADV RAJU PATIL,,,,
4043,Maharashtra,Maval,Desh Janhit Party,RAFIQUE RASHID QURESHI,,,,
4044,Maharashtra,Maval,Independent,GOVIND GANGARAM HERODE,,,,
4045,Maharashtra,Maval,Independent,AJAY HANUMANT LONDHE,,,,
4046,Maharashtra,Maval,Independent,IQBAL IBRAHIM NAWDEKAR,,,,
4047,Maharashtra,Maval,Independent,ADHALGE LAXMAN SADASHIV,,,,
4048,Maharashtra,Maval,Independent,UMAKANT RAMESHWAR MISHRA,,,,
4049,Maharashtra,Maval,Independent,MANOJ BHASKAR GARBADE,,,,
4050,Maharashtra,Maval,Akhil Bhartiya Parivar Party,PANKAJ PRABHAKAR OZARKAR,,,,
4051,Maharashtra,Maval,All India Forward Bloc,SHIVAJI KISAN JADHAV,,,,
4052,Maharashtra,Maval,Independent,SANJOG BHIKU WAGHERE PATIL,,,,
4053,Maharashtra,Maval,Bahujan Bharat Party,TUSHAR DIGAMBAR LONDHE,,,,
4054,Maharashtra,Maval,Independent,RAHUL NIVRUTTI MADANE,,,,
4055,Maharashtra,Maval,Independent,SUHAS MANOHAR RANE,,,,
4056,Maharashtra,Maval,Independent,MADHUKAR DAMODAR THORAT,,,,
4057,Maharashtra,Maval,Dharmarajya Paksha,MAHESH THAKUR,,,,
4058,Maharashtra,Maval,Bhim Sena,SANTOSH UBALE,,,,
4059,Maharashtra,Maval,ShivSena (Uddhav Balasaheb Thackeray),SANJOG BHIKU WAGHERE PATIL,,,,
4060,Maharashtra,Maval,Independent,PRAFUL PANDIT BHOSALE,,,,
4061,Maharashtra,Maval,Independent,RAFIQUE RASHID QURESHI,,,,
4062,Maharashtra,Maval,Independent,MUKESH MANOHAR AGARWAL,,,,
4063,Maharashtra,Maval,Baliraja Party,ADV JYOTISHWAR VISHNU BHOSALE,,,,
4064,Maharashtra,Maval,Independent,INDRAJEET D GOND,,,,
4065,Maharashtra,Maval,Shiv Sena,SHRIRANG APPA CHANDU BARNE,,,,
4066,Maharashtra,Maval,Bharatheeya Jawan Kisan Party,PRASHANT RAMKRISHNA BHAGAT,,,,
4067,Maharashtra,Maval,Kranti Kari Jai Hind Sena,YASHWANT VITTHAL PAWAR,,,,
4068,Maharashtra,Pune,Independent,KIRAN LAXMAN RAYKAR,,,,
4069,Maharashtra,Pune,Rashtriya Maratha Party,VIJAYALAXMI SHRIKANT SINDAGI,,,,
4070,Maharashtra,Pune,Independent,CHORMALE SANDIP SOPAN,,,,
4071,Maharashtra,Pune,Independent,SACHIN DATTATRAY DHANKUDE,,,,
4072,Maharashtra,Pune,Ekam Sanatan Bharat Dal,SUBROTO ROY,,,,
4073,Maharashtra,Pune,Independent,DR. BALASAHEB ARJUN POL,,,,
4074,Maharashtra,Pune,Independent,SAGAR SAMBHAJI PORE,,,,
4075,Maharashtra,Pune,Independent,VIJAY VINAYAK JAGTAP,,,,
4076,Maharashtra,Pune,Independent,DR. DEVYANI PANDIT,,,,
4077,Maharashtra,Pune,Bharatiya Janata Party,MURLIDHAR MOHOL,,,,
4078,Maharashtra,Pune,Bahujan Samaj Party,RANPISE PRASHANT DADARAM,,,,
4079,Maharashtra,Pune,All India Majlis-E-Ittehadul Muslimeen,ANIS ARASHID SUNDAKE,,,,
4080,Maharashtra,Pune,Independent,VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),,,,
4081,Maharashtra,Pune,Independent,AMBORE MANJUNATH MARUTI,,,,
4082,Maharashtra,Pune,Independent,ASHWINI PRATIBHA KHAIRNAR,,,,
4083,Maharashtra,Pune,Sainik Samaj Party,SURESH DNYANOBA PATIL,,,,
4084,Maharashtra,Pune,Independent,ZNYOSHO VIJAYPRAKASH,,,,
4085,Maharashtra,Pune,Independent,SHABBIR SAJJANBHAI TAMBOLI,,,,
4086,Maharashtra,Pune,Bhim Sena,MANOJ LAXMAN VETAL,,,,
4087,Maharashtra,Pune,Hindu Samaj Party,NEERAJ SUNIL KAMTHAN,,,,
4088,Maharashtra,Pune,Bahujan Samaj Party  (Ambedkar),KAMBLE MILIND,,,,
4089,Maharashtra,Pune,Vanchit Bahujan  Aaghadi,VASANT (TATYA) MORE,,,,
4090,Maharashtra,Pune,Apni Prajahit Party,HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,,,,
4091,Maharashtra,Pune,Independent,BAGBAN SALEEM ABDUL RAZZAQUE,,,,
4092,Maharashtra,Pune,Independent,NARENDRA DNYANESHWAR PAWTEKAR,,,,
4093,Maharashtra,Pune,Independent,GORAKH NARAYAN GHODKE,,,,
4094,Maharashtra,Pune,Independent,MAHESH DASHRATH MHASKE,,,,
4095,Maharashtra,Pune,Independent,SANJAY LAXMAN KENDALE,,,,
4096,Maharashtra,Pune,Right to Recall Party,YUVRAJ CHANDRAKANT  LIMBOLE,,,,
4097,Maharashtra,Pune,Independent,BABA SALIM SAYYED,,,,
4098,Maharashtra,Pune,Independent,YABES ALIAS AMOL SHAMUVEL TUJARE,,,,
4099,Maharashtra,Pune,Independent,ADV. YOGESH MAKANE,,,,
4100,Maharashtra,Pune,Independent,JOHNSON VASANT KOLHAPURE,,,,
4101,Maharashtra,Pune,Independent,CHANDRAKANT PARMESHWAR SAWANT,,,,
4102,Maharashtra,Pune,Indian National Congress,DHANGEKAR RAVINDRA HEMRAJ,,,,
4103,Maharashtra,Baramati,Independent,BALASO MARUTI DHAPATE,,,,
4104,Maharashtra,Baramati,Independent,UMESH MAHADEV MHETRE,,,,
4105,Maharashtra,Baramati,Independent,DR. SOMNATH ALIAS BALASAHEB ARJUN POL,,,,
4106,Maharashtra,Baramati,Bhim Sena,SHRIDHAR NARAYAN SALVE,,,,
4107,Maharashtra,Baramati,Peopleâs Union Party,RAJENDRA PANDURANG BHOSALE,,,,
4108,Maharashtra,Baramati,Independent,MILIND VITTHAL SHINDE,,,,
4109,Maharashtra,Baramati,Independent,PRADEEP RAMCHANDRA MANE,,,,
4110,Maharashtra,Baramati,Independent,KALYANI SUJITKUMAR WAGHMODE,,,,
4111,Maharashtra,Baramati,Independent,VISHAL ARUN PAWAR,,,,
4112,Maharashtra,Baramati,Independent,SHARAD RAM PAWAR,,,,
4113,Maharashtra,Baramati,Bahujan Republican  Socialist Party,ROHIDAS BALASO KONDAKE,,,,
4114,Maharashtra,Baramati,Independent,SUNITA PAWAR,,,,
4115,Maharashtra,Baramati,Independent,VIJAY LAXMAN GHAVALE,,,,
4116,Maharashtra,Baramati,Dalit Soshit Pichhara Varg  Adhikar Dal,LAXMAN RAM KUMBHAR,,,,
4117,Maharashtra,Baramati,Independent,VIJAYPRAKASH ANANT KONDEKAR,,,,
4118,Maharashtra,Baramati,Independent,DATTATRAY RAMBHAU CHANDARE,,,,
4119,Maharashtra,Baramati,Bahujan Samaj Party  (Ambedkar),KAMBLE TRISHALA,,,,
4120,Maharashtra,Baramati,Independent,SHAIKH SOYALSHAHA YUNUSSHAHA,,,,
4121,Maharashtra,Baramati,Bahujan Samaj Party,PRIYADARSHANI NANDKUMAR KOKARE,,,,
4122,Maharashtra,Baramati,Independent,RAJENDRA MAHADEV BARAKADE,,,,
4123,Maharashtra,Baramati,Independent,BAPU PRALHAD PAWAR,,,,
4124,Maharashtra,Baramati,Bharatiya Praja Surajya Paksha,DASHRATH NANA RAUT,,,,
4125,Maharashtra,Baramati,Independent,MANOJ BALASAHEB RASAL,,,,
4126,Maharashtra,Baramati,Independent,SHIVAJI JAYSING KOKRE,,,,
4127,Maharashtra,Baramati,Hindustan Janta Party,SAVITA BHIMRAO KADALE,,,,
4128,Maharashtra,Baramati,Independent,GAJANAN UTTAM GAWALI (PATIL),,,,
4129,Maharashtra,Baramati,Independent,PROF. NAMDEORAO JADHAV,,,,
4130,Maharashtra,Baramati,Nationalist Congress Party,SUNETRA AJITDADA PAWAR,,,,
4131,Maharashtra,Baramati,Nationalist Congress Party â Sharadchandra Pawar,SUPRIYA SULE,,,,
4132,Maharashtra,Baramati,Independent,ANKUSH DNYANESHAWAR PILANE,,,,
4133,Maharashtra,Baramati,Independent,SHAILENDRA ALIAS SANDEEP KARANJAWANE,,,,
4134,Maharashtra,Baramati,Bhartiya Navjawan Sena (Paksha),MAHADEV SAHEBRAO KHENGARE - PATIL,,,,
4135,Maharashtra,Baramati,Bharatheeya Jawan Kisan Party,SHIVAJI RAMBHAU NANDKHILE,,,,
4136,Maharashtra,Baramati,Independent,SURESHDADA BABURAO VIR,,,,
4137,Maharashtra,Baramati,Independent,SACHIN SHANKAR AGAWANE,,,,
4138,Maharashtra,Baramati,Independent,SANDIP ABAJI DEOKATE,,,,
4139,Maharashtra,Baramati,Independent,SHUBHANGI DHAYGUDE,,,,
4140,Maharashtra,Baramati,Independent,MAHESH SITARAM BHAGWAT,,,,
4141,Maharashtra,Shirur,Independent,PRAKASH SUKHADEO JAMDHADE,,,,
4142,Maharashtra,Shirur,Independent,AMOL VILAS PACHUNDKAR,,,,
4143,Maharashtra,Shirur,Bharatiya Lokvikas Party,HARIDAS CHANDAR BHISE,,,,
4144,Maharashtra,Shirur,Independent,BHOR VIKAS ROHIDAS,,,,
4145,Maharashtra,Shirur,Sainik Samaj Party,TUKARAM NAMDEO DAPHAL,,,,
4146,Maharashtra,Shirur,Vanchit Bahujan  Aaghadi,DR. ANWAR SHAIKH,,,,
4147,Maharashtra,Shirur,Independent,MANOHAR MAHADU WADEKAR,,,,
4148,Maharashtra,Shirur,Independent,RAVINDRA MOTIRAM SIRSAM,,,,
4149,Maharashtra,Shirur,Bharat Adivasi Party,ADV. DR. LAXMAN RAMBHAU DAMSE,,,,
